no dist/time data for flights between ('Akron', 'Madison'), skipping
no dist/time data for flights between ('Akron', 'Manchester'), skipping
no dist/time data for flights between ('Akron', 'Medford'), skipping
no dist/time data for flights between ('Akron', 'Melbourne'), skipping
no dist/time data for flights between ('Akron', 'Memphis'), skipping
no dist/time data for flights between ('Akron', 'Miami'), skipping
no dist/time data for flights between ('Akron', 'Midland/Odessa'), skipping
no dist/time data for flights between ('Akron', 'Milwaukee'), skipping
no dist/time data for flights between ('Akron', 'Minneapolis'), skipping
no dist/time data for flights between ('Akron', 'Minot'), skipping
no dist/time data for flights between ('Akron', 'Mission/McAllen/Edinburg'), skipping
no dist/time data for flights between ('Akron', 'Missoula'), skipping
no dist/time data for flights between ('Akron', 'Mobile'), skipping
no dist/time data for flights between ('Akron', 'Moline'), skipping
no dist/time data for flights between ('Akron', 'Monterey'), skipping
no dist/time data for flights between ('Akron', 'Montgomery'), skipping
no dist/time data for flights between ('Akron', 'Montrose/Delta'), skipping
no dist/time data for flights between ('Akron', 'Myrtle Beach'), skipping
no dist/time data for flights between ('Akron', 'Nashville'), skipping
no dist/time data for flights between ('Akron', 'New Bern/Morehead/Beaufort'), skipping
no dist/time data for flights between ('Akron', 'New Orleans'), skipping
no dist/time data for flights between ('Akron', 'New York'), skipping
no dist/time data for flights between ('Akron', 'Newark'), skipping
no dist/time data for flights between ('Akron', 'Newport News/Williamsburg'), skipping
no dist/time data for flights between ('Akron', 'Norfolk'), skipping
no dist/time data for flights between ('Akron', 'Oklahoma City'), skipping
no dist/time data for flights between ('Akron', 'Omaha'), skipping
no dist/time data for flights between ('Akron', 'Palm Springs'), skipping
no dist/time data for flights between ('Akron', 'Panama City'), skipping
no dist/time data for flights between ('Akron', 'Pensacola'), skipping
no dist/time data for flights between ('Akron', 'Peoria'), skipping
no dist/time data for flights between ('Akron', 'Phoenix'), skipping
no dist/time data for flights between ('Akron', 'Portland'), skipping
no dist/time data for flights between ('Akron', 'Providence'), skipping
no dist/time data for flights between ('Akron', 'Raleigh/Durham'), skipping
no dist/time data for flights between ('Akron', 'Reno'), skipping
no dist/time data for flights between ('Akron', 'Richmond'), skipping
no dist/time data for flights between ('Akron', 'Roanoke'), skipping
no dist/time data for flights between ('Akron', 'Rochester'), skipping
no dist/time data for flights between ('Akron', 'Rock Springs'), skipping
no dist/time data for flights between ('Akron', 'Sacramento'), skipping
no dist/time data for flights between ('Akron', 'Salt Lake City'), skipping
no dist/time data for flights between ('Akron', 'San Angelo'), skipping
no dist/time data for flights between ('Akron', 'San Antonio'), skipping
no dist/time data for flights between ('Akron', 'San Diego'), skipping
no dist/time data for flights between ('Akron', 'San Francisco'), skipping
no dist/time data for flights between ('Akron', 'San Juan'), skipping
no dist/time data for flights between ('Akron', 'San Luis Obispo'), skipping
no dist/time data for flights between ('Akron', 'Santa Ana'), skipping
no dist/time data for flights between ('Akron', 'Santa Barbara'), skipping
no dist/time data for flights between ('Akron', 'Sarasota/Bradenton'), skipping
no dist/time data for flights between ('Akron', 'Savannah'), skipping
